100.000 25.000 4.435
0.000 30.000 1.820
5.000 30.000 3.575
10.000 30.000 5.345
15.000 30.000 6.805
20.000 30.000 8.700
25.000 30.000 10.405
30.000 30.000 11.990
35.000 30.000 13.370
40.000 30.000 12.165
45.000 30.000 12.570
50.000 30.000 13.025
55.000 30.000 13.385
60.000 30.000 13.905
65.000 30.000 14.080
70.000 30.000 14.520
75.000 30.000 14.800
80.000 30.000 14.915
85.000 30.000 13.825
90.000 30.000 10.260
95.000 30.000 5.460
100.000 30.000 1.750
0.000 35.000 2.630
5.000 35.000 5.465
10.000 35.000 7.580
15.000 35.000 9.155
20.000 35.000 10.665
25.000 35.000 12.580
30.000 35.000 13.880
35.000 35.000 15.075
40.000 35.000 15.055
45.000 35.000 15.410
50.000 35.000 15.705
55.000 35.000 15.870
60.000 35.000 15.950
65.000 35.000 16.020
70.000 35.000 16.025
75.000 35.000 16.035
80.000 35.000 16.225
85.000 35.000 13.350
90.000 35.000 9.350
95.000 35.000 5.390
100.000 35.000 0.580
0.000 40.000 1.310
5.000 40.000 3.185
10.000 40.000 2.185
15.000 40.000 7.325
20.000 40.000 12.380
25.000 40.000 14.185
30.000 40.000 15.600
35.000 40.000 16.385
40.000 40.000 16.425
45.000 40.000 16.345
50.000 40.000 16.390
55.000 40.000 16.275
60.000 40.000 16.290
65.000 40.000 16.305
70.000 40.000 16.195
75.000 40.000 16.235
80.000 40.000 16.190
85.000 40.000 12.925
90.000 40.000 8.505
95.000 40.000 4.730
100.000 40.000 -0.045
0.000 45.000 0.095
5.000 45.000 0.760
10.000 45.000 3.550
15.000 45.000 4.235
20.000 45.000 7.165
25.000 45.000 12.405
30.000 45.000 15.575
35.000 45.000 16.785
40.000 45.000 16.575
45.000 45.000 16.545
50.000 45.000 16.520
55.000 45.000 16.495
60.000 45.000 16.410
65.000 45.000 16.340
70.000 45.000 16.295
75.000 45.000 16.165
80.000 45.000 16.105
85.000 45.000 13.825
90.000 45.000 8.360
95.000 45.000 3.415
100.000 45.000 0.640
0.000 50.000 1.315
5.000 50.000 3.710
10.000 50.000 4.330
15.000 50.000 4.880
20.000 50.000 7.065
25.000 50.000 10.010
30.000 50.000 14.070
35.000 50.000 16.645
40.000 50.000 16.425
45.000 50.000 16.425
50.000 50.000 16.420
55.000 50.000 16.390
60.000 50.000 16.280
65.000 50.000 16.215
70.000 50.000 16.095
75.000 50.000 15.955
80.000 50.000 15.950
85.000 50.000 14.745
90.000 50.000 10.450
95.000 50.000 5.995
100.000 50.000 1.895
0.000 55.000 3.180
5.000 55.000 3.555
10.000 55.000 4.395
15.000 55.000 5.210
20.000 55.000 6.630
25.000 55.000 10.340
30.000 55.000 13.830
35.000 55.000 16.190
40.000 55.000 16.100
45.000 55.000 16.135
50.000 55.000 16.115
55.000 55.000 15.995
60.000 55.000 16.040
65.000 55.000 16.000
70.000 55.000 15.875
75.000 55.000 15.735
80.000 55.000 15.620
85.000 55.000 15.065
90.000 55.000 11.230
95.000 55.000 7.630
100.000 55.000 4.505
0.000 60.000 1.185
5.000 60.000 2.010
10.000 60.000 3.180
15.000 60.000 5.045
20.000 60.000 7.220
25.000 60.000 10.020
30.000 60.000 13.395
35.000 60.000 15.595
40.000 60.000 15.670
45.000 60.000 15.600
50.000 60.000 15.380
55.000 60.000 15.280
60.000 60.000 15.080
65.000 60.000 14.910
70.000 60.000 14.720
75.000 60.000 14.440
80.000 60.000 14.040
85.000 60.000 13.615
90.000 60.000 12.585
95.000 60.000 8.805
100.000 60.000 5.545
0.000 65.000 0.780
5.000 65.000 1.795
10.000 65.000 3.925
15.000 65.000 6.085
20.000 65.000 8.300
25.000 65.000 10.780
30.000 65.000 13.440
35.000 65.000 14.540
40.000 65.000 14.555
45.000 65.000 14.340
50.000 65.000 14.080
55.000 65.000 13.755
60.000 65.000 13.300
65.000 65.000 12.735
70.000 65.000 12.360
75.000 65.000 11.725
80.000 65.000 9.605
85.000 65.000 9.340
90.000 65.000 11.050
95.000 65.000 10.130
100.000 65.000 6.625
0.000 70.000 0.105
5.000 70.000 2.905
10.000 70.000 5.240
15.000 70.000 7.485
20.000 70.000 9.705
25.000 70.000 10.630
30.000 70.000 10.405
35.000 70.000 10.905
40.000 70.000 11.400
45.000 70.000 10.175
50.000 70.000 9.785
55.000 70.000 10.150
60.000 70.000 10.225
65.000 70.000 9.790
70.000 70.000 9.240
75.000 70.000 7.895
80.000 70.000 5.775
85.000 70.000 4.440
90.000 70.000 4.600
95.000 70.000 7.635
100.000 70.000 7.545
0.000 75.000 0.915
5.000 75.000 1.715
10.000 75.000 5.025
15.000 75.000 6.720
20.000 75.000 6.130
25.000 75.000 6.020
30.000 75.000 6.385
35.000 75.000 7.915
40.000 75.000 8.555
45.000 75.000 7.505
50.000 75.000 5.685
55.000 75.000 5.695
60.000 75.000 6.365
65.000 75.000 5.865
70.000 75.000 5.775
75.000 75.000 4.185
80.000 75.000 2.095
85.000 75.000 1.165
90.000 75.000 0.515
95.000 75.000 0.035
100.000 75.000 3.395
0.000 80.000 2.005
5.000 80.000 2.055
10.000 80.000 3.315
15.000 80.000 4.760
20.000 80.000 3.865
25.000 80.000 2.735
30.000 80.000 3.140
35.000 80.000 5.110
40.000 80.000 4.665
45.000 80.000 4.835
50.000 80.000 2.875
55.000 80.000 1.645
60.000 80.000 1.725
65.000 80.000 1.880
70.000 80.000 1.940
75.000 80.000 -0.095
80.000 80.000 -0.880
85.000 80.000 -1.315
90.000 80.000 -1.645
95.000 80.000 -1.790
100.000 80.000 -1.880
